Database Name	Operetta CLS
Database Link	http://sv-01-366/ODA/OdaService.asmx
Evaluation Signature	8b82562c-8103-4e1a-9d8f-fa87b04ad1b9
Plate Name	2023-04-27-OPP
Measurement	Measurement 1
Evaluation	Evaluation1
Population	Population - Cells

[Data]
Row	Column	Plane	Timepoint	Field	Object No	X	Y	Bounding Box	Position X [µm]	Position Y [µm]	Compound	Concentration	Cell Type	Cell Count	Cells - Intensity Cell 5-TAMRA Mean	Cells - Intensity Cell 5-TAMRA Minimum	
2	2	1	0	2	10	1458	741	[1316,688,1528,806]	-542,34	750,42					1705,67	846	
2	2	1	0	2	11	348	718	[294,674,416,779]	-864,73	749,6					1590,49	822	
2	2	1	0	2	12	513	738	[467,687,561,890]	-813,78	734,07					1877,5	969	
2	2	1	0	2	13	435	836	[385,744,482,952]	-839,79	716,12					1695,41	835	
2	2	1	0	2	14	333	867	[273,765,392,975]	-871,06	707,93					1798,29	793	
2	2	1	0	2	15	1159	877	[1008,819,1292,945]	-625,42	709,4					2102,22	864	
2	2	1	0	2	16	2015	894	[1916,827,2096,1005]	-365,96	701,46					1631,11	669	
2	2	1	0	2	17	1568	901	[1506,825,1623,983]	-499,18	699,82					1998,89	903	
2	2	1	0	2	18	1266	900	[1204,852,1375,944]	-587,17	700,75					1873,01	912	
2	2	1	0	2	19	1800	921	[1745,863,1875,1017]	-427,19	688,88					1377,43	842	
2	2	1	0	2	20	374	1035	[276,979,485,1104]	-855,52	656,73					1723,42	894	
2	2	1	0	2	21	1668	1066	[1606,980,1763,1138]	-464,73	650,59					1368,15	835	
2	2	1	0	2	22	1988	1116	[1900,1000,2046,1208]	-376,22	636,58					1397,09	641	
2	2	1	0	2	23	2111	1091	[2057,1006,2159,1189]	-337,69	640,16					1021,34	497	
2	2	1	0	2	24	782	1071	[738,1030,814,1100]	-735,06	648,31					1848,12	892	
2	2	1	0	2	25	1824	1074	[1762,1030,1903,1173]	-421,07	644,04					1332,95	741	
2	2	1	0	2	26	1570	1083	[1492,1048,1640,1126]	-501,07	645,3					1665,07	855	
2	2	1	0	2	27	1013	1102	[921,1044,1089,1191]	-665,16	636,73					2264,46	988	
2	2	1	0	2	28	1703	1171	[1607,1125,1757,1219]	-463,47	620,52					1705,05	822	
2	2	1	0	2	29	1387	1192	[1333,1126,1450,1288]	-552,72	609,26					1680,8	929	
2	2	1	0	2	30	459	1199	[400,1136,523,1263]	-832,39	607,5					1872,01	1046	
2	2	1	0	2	31	1167	1223	[1083,1159,1221,1328]	-622,71	596,5					2126,26	971	
2	2	1	0	2	32	150	1328	[93,1238,225,1481]	-922,52	563,79					2699	828	
2	2	1	0	2	33	2032	1331	[1978,1240,2086,1450]	-362,32	570,94					1192,67	721	
2	2	1	0	2	34	1428	1337	[1342,1272,1497,1463]	-544,58	564,38					1671,99	816	
2	2	1	0	2	35	1136	1395	[1076,1314,1255,1514]	-621,41	545,21					1778,12	793	
2	2	1	0	2	36	248	1398	[186,1321,362,1485]	-886,2	543,55					1638,77	880	
